city,date,PM2.5,AQI
Beijing,20141209,337.9230769,625.2820513
Beijing,20141210,125.2727273,483.5151515
Beijing,20141211,21.75,414.5
Beijing,20141212,11.08333333,407.3888889
Beijing,20141213,48.33333333,432.2222222
Beijing,20141214,98.04166667,465.3611111
Beijing,20141215,77.58333333,451.7222222
Beijing,20141216,7.454545455,404.969697
Beijing,20141217,89.65217391,459.7681159
Beijing,20141218,150.047619,500.031746
Beijing,20141219,52.375,434.9166667
Beijing,20141220,7.533333333,405.0222222
Beijing,20141221,17.54166667,411.6944444
Beijing,20141222,92.22727273,461.4848485
Beijing,20141223,87.70833333,458.4722222
Beijing,20141224,12,408
Beijing,20141225,29,419.3333333
Beijing,20141226,151.7222222,501.1481481
Beijing,20141227,195.6666667,530.4444444
Beijing,20141228,124,482.6666667
Beijing,20141229,142.875,495.25
Beijing,20141230,34.08333333,422.7222222
Beijing,20141231,6.608695652,404.4057971
Beijing,20150101,48.52173913,432.3478261
Beijing,20150102,55.45454545,436.969697
Beijing,20150103,204.7916667,536.5277778
Beijing,20150104,210.8095238,540.5396825
Beijing,20150105,82.52380952,455.015873
Beijing,20150106,11.25,407.5
Beijing,20150107,81.09090909,454.0606061
Beijing,20150108,171.375,514.25
Beijing,20150109,101.9583333,467.9722222
Beijing,20150110,188.8333333,525.8888889
Beijing,20150111,33.54166667,422.3611111
Beijing,20150112,105.3043478,470.2028986
Beijing,20150113,196.625,531.0833333
Beijing,20150114,249.5416667,566.3611111
Beijing,20150115,377,651.3333333
Beijing,20150116,90.04166667,460.0277778
Beijing,20150117,51.7,434.4666667
Beijing,20150118,30.55555556,420.3703704
Beijing,20150119,49.5,433
Beijing,20150120,90.83333333,460.5555556
Beijing,20150121,13.54166667,409.0277778
Beijing,20150122,121.5909091,481.0606061
Beijing,20150123,247.0869565,564.7246377
Beijing,20150124,88.16666667,458.7777778
Beijing,20150125,135.5217391,490.3478261
Beijing,20150126,113.2,475.4666667
Beijing,20150127,20.81818182,413.8787879
Beijing,20150128,37.68181818,425.1212121
Beijing,20150129,58,438.6666667
Beijing,20150130,11.36363636,407.5757576
Beijing,20150131,43.4,428.9333333
Beijing,20150201,93.66666667,462.4444444
Beijing,20150202,165.4782609,510.3188406
Beijing,20150203,109,472.6666667
Beijing,20150204,9.291666667,406.1944444
Beijing,20150205,28.375,418.9166667
Beijing,20150206,81.04166667,454.0277778
Beijing,20150207,9,406
Beijing,20150208,29,419.3333333
Beijing,20150209,128.7083333,485.8055556
Beijing,20150210,145.6666667,497.1111111
Beijing,20150211,57.04761905,438.031746
